date,Air Average,Water Average
2021-09-19 00:00:00+00:00,27.833333333333332,31.3
2021-09-19 01:00:00+00:00,28.03333333333333,31.066666666666666
2021-09-19 02:00:00+00:00,28.099999999999998,30.96666666666667
2021-09-19 03:00:00+00:00,28.2,30.933333333333334
2021-09-19 04:00:00+00:00,28.133333333333336,30.833333333333332
2021-09-19 05:00:00+00:00,28.03333333333333,30.566666666666663
2021-09-19 06:00:00+00:00,27.8,30.433333333333334
2021-09-19 07:00:00+00:00,27.166666666666668,30.366666666666664
2021-09-19 08:00:00+00:00,26.766666666666666,30.233333333333334
2021-09-19 09:00:00+00:00,25.96666666666667,30.099999999999998
2021-09-19 10:00:00+00:00,25.46666666666667,30.03333333333333
2021-09-19 11:00:00+00:00,25.3,29.86666666666667
2021-09-19 12:00:00+00:00,25.333333333333332,29.96666666666667
2021-09-19 13:00:00+00:00,25.53333333333333,30
2021-09-19 14:00:00+00:00,26.3,30
2021-09-19 15:00:00+00:00,26.76666666666667,30
2021-09-19 16:00:00+00:00,27.666666666666668,30
2021-09-19 17:00:00+00:00,28.233333333333334,30.2
2021-09-19 18:00:00+00:00,29.049999999999997,29.4
2021-09-19 19:00:00+00:00,29.5,30.76666666666667
2021-09-19 20:00:00+00:00,29.866666666666664,30.900000000000002
2021-09-19 21:00:00+00:00,29.73333333333333,30.96666666666667
2021-09-19 22:00:00+00:00,29.633333333333336,31.600000000000005
2021-09-19 23:00:00+00:00,29.466666666666665,31.53333333333333
2021-09-20 00:00:00+00:00,28.833333333333332,31.066666666666666
2021-09-20 01:00:00+00:00,28.433333333333334,30.96666666666667
2021-09-20 02:00:00+00:00,28.333333333333332,30.8
2021-09-20 03:00:00+00:00,28.266666666666666,30.666666666666668
2021-09-20 04:00:00+00:00,28.166666666666668,30.46666666666667
2021-09-20 05:00:00+00:00,28.066666666666666,30.400000000000002
2021-09-20 06:00:00+00:00,28,30.2
2021-09-20 07:00:00+00:00,27.933333333333334,30.099999999999998
2021-09-20 08:00:00+00:00,27.866666666666664,30
2021-09-20 09:00:00+00:00,27.833333333333332,30
2021-09-20 10:00:00+00:00,27.8,30.100000000000005
2021-09-20 11:00:00+00:00,27.733333333333334,30.066666666666666
2021-09-20 12:00:00+00:00,27.399999999999995,30.03333333333333
2021-09-20 13:00:00+00:00,27.7,29.900000000000002
2021-09-20 14:00:00+00:00,28.400000000000002,29.833333333333332
2021-09-20 15:00:00+00:00,28.8,29.933333333333337
2021-09-20 16:00:00+00:00,29.23333333333333,30.03333333333333
2021-09-20 17:00:00+00:00,29.76666666666667,30.166666666666668
2021-09-20 18:00:00+00:00,30.033333333333335,30.366666666666664
2021-09-20 19:00:00+00:00,30.2,30.433333333333334
2021-09-20 20:00:00+00:00,30.166666666666668,30.433333333333334
2021-09-20 21:00:00+00:00,30.099999999999998,30.46666666666667
2021-09-20 22:00:00+00:00,30,30.599999999999998
2021-09-20 23:00:00+00:00,29.766666666666666,30.53333333333333
2021-09-21 00:00:00+00:00,29.399999999999995,30.7
2021-09-21 01:00:00+00:00,29.099999999999998,30.8
2021-09-21 02:00:00+00:00,28.933333333333337,30.766666666666666
2021-09-21 03:00:00+00:00,28.933333333333334,30.833333333333332
2021-09-21 04:00:00+00:00,28.866666666666664,30.633333333333336
2021-09-21 05:00:00+00:00,28.833333333333332,30.599999999999998
2021-09-21 06:00:00+00:00,28.7,30.566666666666666
2021-09-21 07:00:00+00:00,28.666666666666668,30.433333333333337
2021-09-21 08:00:00+00:00,28.566666666666666,30.400000000000002
2021-09-21 09:00:00+00:00,28.3,30.333333333333332
2021-09-21 10:00:00+00:00,28.266666666666666,30.2
2021-09-21 11:00:00+00:00,28.299999999999997,30.100000000000005
2021-09-21 12:00:00+00:00,28.3,29.933333333333334
2021-09-21 13:00:00+00:00,28.233333333333334,30.066666666666666
2021-09-21 14:00:00+00:00,28.799999999999997,30
2021-09-21 15:00:00+00:00,29.05,29.35
2021-09-21 16:00:00+00:00,29.5,30.400000000000002
2021-09-21 17:00:00+00:00,30.066666666666663,30.53333333333333
2021-09-21 18:00:00+00:00,29.866666666666664,30.7
2021-09-21 19:00:00+00:00,30,30.833333333333332
2021-09-21 20:00:00+00:00,30.100000000000005,30.96666666666667
2021-09-21 21:00:00+00:00,30.166666666666668,31.200000000000003
2021-09-21 22:00:00+00:00,30.23333333333333,31.333333333333332
2021-09-21 23:00:00+00:00,30.266666666666666,31.46666666666667
2021-09-22 00:00:00+00:00,29.666666666666668,31.433333333333337
2021-09-22 01:00:00+00:00,29.3,31.433333333333337
2021-09-22 02:00:00+00:00,29.133333333333336,31.3
2021-09-22 03:00:00+00:00,28.733333333333334,31.366666666666664
2021-09-22 04:00:00+00:00,27.100000000000005,31.133333333333336
2021-09-22 05:00:00+00:00,24.7,30.833333333333332
2021-09-22 06:00:00+00:00,26.3,30.599999999999998
2021-09-22 07:00:00+00:00,26.2,30.400000000000002
2021-09-22 08:00:00+00:00,26.466666666666665,30.066666666666663
2021-09-22 09:00:00+00:00,26.03333333333333,29.566666666666663
2021-09-22 10:00:00+00:00,25.3,29.099999999999998
2021-09-22 11:00:00+00:00,24.333333333333332,28.63333333333333
2021-09-22 12:00:00+00:00,23.599999999999998,28.133333333333336
2021-09-22 13:00:00+00:00,22.96666666666667,27.5
2021-09-22 14:00:00+00:00,22.666666666666668,27.333333333333332
2021-09-22 15:00:00+00:00,22.8,27.166666666666668
2021-09-22 16:00:00+00:00,23.333333333333332,27.266666666666666
2021-09-22 17:00:00+00:00,24.2,27.200000000000003
2021-09-22 18:00:00+00:00,24.933333333333334,27.333333333333332
2021-09-22 19:00:00+00:00,25.46666666666667,27.5
2021-09-22 20:00:00+00:00,26.066666666666666,27.599999999999998
2021-09-22 21:00:00+00:00,26.566666666666663,27.666666666666668
2021-09-22 22:00:00+00:00,27.333333333333332,27.766666666666666
2021-09-22 23:00:00+00:00,27.666666666666668,27.700000000000003
2021-09-23 00:00:00+00:00,27.266666666666666,27.73333333333333
2021-09-23 01:00:00+00:00,26.3,27.7
2021-09-23 02:00:00+00:00,25.900000000000002,27.599999999999998
2021-09-23 03:00:00+00:00,25.599999999999998,27.666666666666668
2021-09-23 04:00:00+00:00,25.033333333333335,27.5
2021-09-23 05:00:00+00:00,24.133333333333336,27.166666666666668
2021-09-23 06:00:00+00:00,24.2,27.066666666666663
2021-09-23 07:00:00+00:00,23.133333333333336,26.866666666666664
2021-09-23 08:00:00+00:00,21.2,26
2021-09-23 09:00:00+00:00,21.3,26.099999999999998
2021-09-23 10:00:00+00:00,21.433333333333334,25.53333333333333
2021-09-23 11:00:00+00:00,21.566666666666666,25.5
2021-09-23 12:00:00+00:00,22.066666666666666,25.266666666666666
2021-09-23 13:00:00+00:00,21.866666666666664,25.266666666666666
2021-09-23 14:00:00+00:00,22.766666666666666,24.833333333333332
2021-09-23 15:00:00+00:00,23.566666666666666,25.03333333333333
2021-09-23 16:00:00+00:00,24.400000000000002,25.5
