date,Air Average,Water Average
2020-09-19 00:00:00+00:00,29.5,28.975
2020-09-19 01:00:00+00:00,28.175,28.775
2020-09-19 02:00:00+00:00,27.275000000000002,28.575000000000003
2020-09-19 03:00:00+00:00,26.875,28.425
2020-09-19 04:00:00+00:00,26.075000000000003,28.174999999999997
2020-09-19 05:00:00+00:00,25.4,28.049999999999997
2020-09-19 06:00:00+00:00,24.799999999999997,27.799999999999997
2020-09-19 07:00:00+00:00,24.025000000000002,27.700000000000003
2020-09-19 08:00:00+00:00,23.675000000000004,27.45
2020-09-19 09:00:00+00:00,23.225,27.249999999999996
2020-09-19 10:00:00+00:00,23.074999999999996,27.05
2020-09-19 11:00:00+00:00,22.674999999999997,26.8
2020-09-19 12:00:00+00:00,22.775,26.675
2020-09-19 13:00:00+00:00,22.725,26.775
2020-09-19 14:00:00+00:00,23.049999999999997,26.525000000000002
2020-09-19 15:00:00+00:00,23.8,26.55
2020-09-19 16:00:00+00:00,24.775,26.75
2020-09-19 17:00:00+00:00,26.1,26.799999999999997
2020-09-19 18:00:00+00:00,27.15,27.025
2020-09-19 19:00:00+00:00,28.0,27.299999999999997
2020-09-19 20:00:00+00:00,28.5,27.574999999999996
2020-09-19 21:00:00+00:00,29.049999999999997,27.924999999999997
2020-09-19 22:00:00+00:00,29.325000000000003,28.275
2020-09-19 23:00:00+00:00,29.2,28.225
2020-09-20 00:00:00+00:00,28.525,28.15
2020-09-20 01:00:00+00:00,27.6,27.95
2020-09-20 02:00:00+00:00,27.125000000000004,27.875
2020-09-20 03:00:00+00:00,26.424999999999997,27.825000000000003
2020-09-20 04:00:00+00:00,25.5,27.700000000000003
2020-09-20 05:00:00+00:00,24.775,27.425
2020-09-20 06:00:00+00:00,24.025,27.15
2020-09-20 07:00:00+00:00,23.3,27.049999999999997
2020-09-20 08:00:00+00:00,22.75,26.875
2020-09-20 09:00:00+00:00,22.275000000000002,26.725
2020-09-20 10:00:00+00:00,21.974999999999998,26.65
2020-09-20 11:00:00+00:00,21.724999999999998,26.425
2020-09-20 12:00:00+00:00,21.049999999999997,26.325
2020-09-20 13:00:00+00:00,21.025,26.2
2020-09-20 14:00:00+00:00,21.575,26.0
2020-09-20 15:00:00+00:00,22.725,25.625
2020-09-20 16:00:00+00:00,23.975,25.875
2020-09-20 17:00:00+00:00,25.5,25.95
2020-09-20 18:00:00+00:00,26.95,26.05
2020-09-20 19:00:00+00:00,27.674999999999997,26.175
2020-09-20 20:00:00+00:00,26.700000000000003,26.25
2020-09-20 21:00:00+00:00,25.025,26.325000000000003
2020-09-20 22:00:00+00:00,23.675,26.349999999999998
2020-09-20 23:00:00+00:00,22.775000000000002,26.325000000000003
2020-09-21 00:00:00+00:00,22.075,26.3
2020-09-21 01:00:00+00:00,22.075000000000003,26.025
2020-09-21 02:00:00+00:00,22.200000000000003,26.099999999999998
2020-09-21 03:00:00+00:00,22.2,26.049999999999997
2020-09-21 04:00:00+00:00,22.325,25.949999999999996
2020-09-21 05:00:00+00:00,22.400000000000002,25.925
2020-09-21 06:00:00+00:00,22.625,25.9
2020-09-21 07:00:00+00:00,22.574999999999996,26.025
2020-09-21 08:00:00+00:00,22.549999999999997,25.925
2020-09-21 09:00:00+00:00,22.475,25.875
2020-09-21 10:00:00+00:00,22.15,25.749999999999996
2020-09-21 11:00:00+00:00,22.0,25.7
2020-09-21 12:00:00+00:00,21.925,25.400000000000002
2020-09-21 13:00:00+00:00,22.15,25.174999999999997
2020-09-21 14:00:00+00:00,22.125,25.099999999999998
2020-09-21 15:00:00+00:00,22.25,24.975
2020-09-21 16:00:00+00:00,22.375,24.85
2020-09-21 17:00:00+00:00,22.675,24.825000000000003
2020-09-21 18:00:00+00:00,23.049999999999997,24.775
2020-09-21 19:00:00+00:00,23.2,24.799999999999997
2020-09-21 20:00:00+00:00,23.150000000000002,24.799999999999997
2020-09-21 21:00:00+00:00,22.75,24.85
2020-09-21 22:00:00+00:00,23.025,24.775
2020-09-21 23:00:00+00:00,23.200000000000003,24.800000000000004
2020-09-22 00:00:00+00:00,23.0,24.75
2020-09-22 01:00:00+00:00,23.025,24.75
2020-09-22 02:00:00+00:00,23.299999999999997,24.675
2020-09-22 03:00:00+00:00,23.349999999999998,24.575
2020-09-22 04:00:00+00:00,22.925,24.55
2020-09-22 05:00:00+00:00,23.025000000000002,24.625
2020-09-22 06:00:00+00:00,22.925,24.6
2020-09-22 07:00:00+00:00,22.549999999999997,24.575000000000003
2020-09-22 08:00:00+00:00,22.325000000000003,24.575000000000003
2020-09-22 09:00:00+00:00,22.1,24.55
2020-09-22 10:00:00+00:00,22.1,24.5
2020-09-22 11:00:00+00:00,22.075000000000003,24.5
2020-09-22 12:00:00+00:00,22.174999999999997,24.45
2020-09-22 13:00:00+00:00,22.15,24.400000000000002
2020-09-22 14:00:00+00:00,22.224999999999998,24.375
2020-09-22 15:00:00+00:00,22.5,24.4
2020-09-22 16:00:00+00:00,23.049999999999997,24.4
2020-09-22 17:00:00+00:00,23.599999999999998,24.450000000000003
2020-09-22 18:00:00+00:00,24.3,24.55
2020-09-22 19:00:00+00:00,23.925,24.7
2020-09-22 20:00:00+00:00,24.475,24.825
2020-09-22 21:00:00+00:00,24.7,24.875
2020-09-22 22:00:00+00:00,24.475,25.049999999999997
2020-09-22 23:00:00+00:00,24.05,25.0
